ljo_2017_id	label	성명	name	f_name	r_name	a_name	字	號	諡號	birth_year	death_year	exam_year	status	posts	choronym	residence
PSa_1561_004890	CS	윤준제	尹遵悌				仲友			1528		1561	幼學		漆原 尹	定山
PSa_1561_004891	CS	박대용	朴大容				弘仲			1536		1561	幼學		高靈 朴	京
PSa_1561_004892	CS	이종운	李從運				仲祐			1531		1561	幼學		龍仁 李	龍仁
PSa_1561_004893	CS	최호	崔浩				浩然			1516		1561	幼學		江陵 崔	江陵
PSa_1561_004894	CS	최경창	崔慶昌				嘉運	孤竹		1539	1583	1561	幼學		海州 崔	京
PSa_1561_004895	CS	안중돈	安重敦				德渾			1541	1565	1561	幼學		竹山 安	寶城
PSa_1561_004896	CS	김지	金漬				君澤			1540		1561	幼學		開城 金	開城
PSa_1561_004897	CS	이대유	李大有				天祐			1533		1561	幼學		永川 李	京
PSa_1561_004898	CS	권붕	權鵬				景遊			1537		1561	幼學		安東 權	京
PSa_1561_004899	CS	송업	宋嶪				士仰			1529		1561	幼學		金海 宋	山陰
PSa_1561_004900	CS	신대련	愼大連				頤仲			1530		1561	幼學		居昌 愼	京
PSa_1561_004901	CS	이희선	李喜善				伯純			1530	1592	1561	幼學		碧珍 李	京
PSa_1561_004902	CS	김태정	金泰廷				亨彦			1541		1561	幼學		光山 金	京
PSa_1561_004903	CS	안제	安霽				汝止	東皐		1538	1602	1561	幼學		順興 安	安東
PSa_1561_004904	CS	이당	李戇				直而			1541		1561	幼學		廣州 李	京
PSa_1561_004905	CS	진몽정	秦夢晶				光瑞			1522		1561	幼學		忠州 秦	京
PSa_1561_004906	CS	김응서	金應瑞				德符			1521		1561	幼學		淸風 金	京
PSa_1561_004907	CS	이희	李憙				子修			1532	1592	1561	幼學		延安 李	醴泉
PSa_1561_004908	CS	이세유	李世瑜				公瑾			1524		1561	幼學		韓山 李	韓山
PSa_1561_004909	CS	최황	崔滉	崔瀚			仲浩			1523		1561	幼學		朔寧 崔	京
PSa_1561_004910	CS	권식	權寔				眞卿	楓巖		1535		1561	幼學		安東 權	京
PSa_1561_004911	CS	이의간	李義幹				國良			1512		1561	訓導		全義 李	富平
PSa_1561_004912	CS	정언식	鄭彦湜				淸原	谷口		1538		1561	幼學		草溪 鄭	海南
PSa_1561_004913	CS	권춘란	權春蘭				彦晦	晦谷		1539	1617	1561	幼學		安東 權	安東
PSa_1561_004914	CS	김대기	金大器				仲容			1528		1561	幼學		南海 金	綾州
PSa_1561_004915	CS	조륜	趙倫				彛仲			1527		1561	幼學		咸安 趙	南原
PSa_1561_004916	CS	정언홍	鄭彦洪				宏度			1536		1561	幼學		草溪 鄭	海南
PSa_1561_004917	CS	이빈	李贇				士彦	遯齋		1532	1592	1561	幼學		全州 李	京
PSa_1561_004918	CS	안묵지	安默知				公達			1530		1561	幼學		廣州 安	尼山
PSa_1561_004919	CS	정인덕	鄭仁德				士一			1519		1561	訓導		光州 鄭	光州
PSa_1561_004920	CS	김현성	金玄成				餘慶	南窓		1542	1621	1561	幼學		金海 金	京
PSa_1561_004921	CS	정숙	鄭淑				淸叟			1536		1561	幼學		東萊 鄭	京
PSa_1561_004922	CS	조방현	趙邦顯				汝晦			1528		1561	幼學		淳昌 趙	京
PSa_1561_004923	CS	김기문	金起門				榮叔			1535		1561	幼學		振威 金	端川
PSa_1561_004924	CS	이준	李準				平仲	西坡		1545	1624	1561	幼學		全州 李	京
PSa_1561_004925	CS	남궁혜	南宮蕙				子芳			1525		1561	幼學		咸悅 南宮	京
PSa_1561_004926	CS	원사순	元士順				孝承			1540		1561	幼學		原州 元	京
PSa_1561_004927	CS	변응보	邊應輔				汝隣			1532		1561	幼學		原州 邊	京
PSa_1561_004928	CS	남찰	南巀				仲秀			1531		1561	幼學		宜寧 南	安岳
PSa_1561_004929	CS	이선강	李善綱				士兼			1534		1561	幼學		眞城 李	安東
PSa_1561_004930	CS	김흠	金欽				居敬			1537	1592	1561	幼學		安東 金	京
PSa_1561_004931	CS	윤승길	尹承吉				子一	南岳	肅簡	1540	1616	1561	幼學		海平 尹	京
PSa_1561_004932	CS	장기정	張麒禎				游聖			1525	1594	1561	幼學		仁同 張	京
PSa_1561_004933	CS	이응림	李應霖				夢得			1529		1561	幼學		三嘉 李	報恩
PSa_1561_004934	CS	이승선	李承善				善述			1534		1561	幼學		陽城 李	京
PSa_1561_004935	CS	원려	元膂				君翼			1529		1561	幼學		原州 元	京
PSa_1561_004936	CS	유응춘	柳應春				仲元			1536		1561	幼學		晉州 柳	豊德
PSa_1561_004937	CS	이형	李詗				明叔			1528		1561	幼學		全州 李	利川
PSa_1561_004938	CS	우성전	禹性傳				景善	秋淵		1542	1593	1561	幼學		丹陽 禹	京
PSa_1561_004939	CS	장세문	張世文				質甫			1536		1561	幼學		沃溝 張	光州
PSa_1561_004940	CS	민충남	閔忠男		閔中男		直夫			1540	1605	1561	幼學		驪興 閔	京
PSa_1561_004941	CS	신우선	愼友善				希益			1531		1561	幼學		居昌 愼	京
PSa_1561_004942	CS	박한기	朴閑驥				德老			1520		1561	幼學		順天 朴	星州
PSa_1561_004943	CS	정유서	鄭惟恕				恕元			1532		1561	幼學		東萊 鄭	京
PSa_1564_005044	CS	조원	趙瑗				伯玉	雲江		1544	1595	1564	幼學		林川 趙	京
PSa_1564_005045	CS	조희례	趙希禮				敬源			1524		1564	幼學		白川 趙	全州
PSa_1564_005046	CS	노사훈	盧士訓				學古			1540		1564	幼學		豊川 盧	咸陽
PSa_1564_005047	CS	고응경	高應擎				伯樑			1524		1564	訓導		安東 高	尙州
PSa_1564_005048	CS	이언유	李彦愉				愉愉			1527		1564	幼學		全州 李	京
PSa_1564_005049	CS	박욱	朴郁				文老			1527		1564	幼學		固城 朴	礪山
PSa_1564_005050	CS	이열	李悅				悅之			1541		1564	幼學		全義 李	光州
PSa_1564_005051	CS	박윤선	朴胤先				繼叔			1541		1564	幼學		順天 朴	陰城
PSa_1564_005052	CS	안호	安昊				欽仲			1541		1564	幼學		原州 安	交河
PSa_1564_005053	CS	최진	崔禛				伯膺			1525		1564	幼學		全州 崔	水原
PSa_1564_005054	CS	박천성	朴天成				太和			1524		1564	幼學		珍原 朴	珍原
PSa_1564_005055	CS	이영익	李榮翼				文亮			1541	1571	1564	幼學		咸平 李	京
PSa_1564_005056	CS	전승우	田承雨				應望			1518		1564	訓導		河陰 田	牛峰
PSa_1564_005057	CS	조숙란	趙淑蘭				景芳			1538		1564	幼學		新昌 趙	京
PSa_1564_005058	CS	방희범	方希范				叔度			1517		1564	幼學		泰安 方	甑山
PSa_1564_005059	CS	윤담휴	尹覃休				伯亨	寒溪		1544	1585	1564	幼學		坡平 尹	京
PSa_1564_005060	CS	조중립	趙中立				士强			1543		1564	幼學		金堤 趙	金堤
PSa_1564_005061	CS	이충부	李忠富				國耳			1524		1564	幼學		淸安 李	興海
PSa_1564_005062	CS	권문임	權文任				興叔			1530		1564	幼學		安東 權	丹城
PSa_1564_005063	CS	김찬선	金纘先				公緖			1535		1564	幼學		延安 金	京
PSa_1564_005064	CS	성팽년	成彭年				頤翁			1540	1594	1564	幼學		昌寧 成	安陰
PSa_1564_005065	CS	어운해	魚雲海				景游			1536	1585	1564	幼學		咸從 魚	京
PSa_1564_005066	CS	정진생	鄭晉生				德昇			1530		1564	幼學		長鬐 鄭	公州
PSa_1564_005067	CS	김성일	金誠一				士純	鶴峰	文忠	1538	1593	1564	幼學		義城 金	安東
PSa_1564_005068	CS	홍수민	洪秀民				士俊			1534		1564	幼學		南陽 洪	尙州
PSa_1564_005069	CS	최경윤	崔慶胤				而孝			1534	1602	1564	幼學		龍宮 崔	軍威
PSa_1564_005070	CS	이은영	李殷榮				華仲			1517		1564	訓導		桂城 李	平壤
PSa_1564_005071	CS	한관	韓瓘				仲潤			1522		1564	訓導		淸州 韓	京
PSa_1564_005072	CS	윤희온	尹希溫				仲玉			1529		1564	幼學		海南 尹	海南
PSa_1564_005073	CS	민사온	閔思溫				伯和			1525		1564	幼學		驪興 閔	利川
PSa_1564_005074	CS	이로	李魯				汝唯			1520		1564	幼學		固城 李	宜寧
PSa_1564_005075	CS	김지	金祉				成之			1525		1564	幼學		光山 金	槐山
PSa_1564_005076	CS	임영로	任榮老				仁叟			1540		1564	幼學		豊川 任	京
PSa_1564_005077	CS	박숭원	朴崇元				尙初			1532	1593	1564	幼學		密陽 朴	京
PSa_1564_005078	CS	심우준	沈友俊				而擇			1547		1564	幼學		靑松 沈	京
PSa_1564_005079	CS	임협	林恊				和仲			1523		1564	幼學		兆陽 林	全州
PSa_1564_005080	CS	남수정	南守正				子中			1524		1564	幼學		固城 南	京
PSa_1564_005081	CS	김극효	金克孝				希閔			1542	1618	1564	前世子翊衛司洗馬		安東 金	京
PSa_1564_005082	CS	황근	黃勤				勤哉			1538		1564	幼學		三登 黃	平壤
PSa_1564_005083	CS	강창서	姜昌瑞				伯休			1534		1564	幼學		晉州 姜	京
PSa_1564_005084	CS	윤현	尹晛				伯昇	松巒		1536	1597	1564	幼學		海平 尹	京
PSa_1564_005085	CS	이이	李珥				叔獻	栗谷	文成	1536	1584	1564	幼學		德水 李	京
PSa_1564_005086	CS	이사의	李士毅				志遠			1548		1564	幼學		廣州 李	京
PSa_1564_005087	CS	구천우	具天祐				吉甫			1531		1564	幼學		綾城 具	淸州
PSa_1564_005088	CS	이황종	李黃鍾				仲初			1534		1564	幼學		全州 李	靈光
PSa_1564_005089	CS	이지	李至				而善			1532		1564	幼學		韓山 李	京
PSa_1564_005090	CS	이응규	李應虯				季雲			1537		1564	幼學		全州 李	京
PSa_1564_005091	CS	최인령	崔仁齡				德老			1541		1564	幼學		慶州 崔	京
PSa_1564_005092	CS	김공희	金公喜				之明			1540	1604	1564	幼學		光山 金	長興
PSa_1564_005093	CS	노준	盧埈				子平			1538		1564	幼學		光州 盧	京
PSa_1564_005094	CS	장우	張遇				士吉			1544		1564	幼學		順天 張	安東
PSa_1564_005095	CS	안방언	安邦彦				士美			1525		1564	幼學		順興 安	京
PSa_1564_005096	CS	임탁영	任擢英		任卓英		玄機	善琴堂		1535	1606	1564	幼學		長興 任	海南
PSa_1564_005097	CS	황난수	黃蘭秀				伯馨			1533		1564	幼學		玉果 黃	南原
PSa_1564_005098	CS	한응	韓應				時卿			1529		1564	幼學		扶安 韓	開城
PSa_1564_005099	CS	홍진	洪進				希古	退村	端敏	1541	1616	1564	幼學		南陽 洪	京
PSa_1564_005100	CS	윤춘수	尹春壽				仁老			1521		1564	幼學		海平 尹	公州
PSa_1564_005101	CS	유찬	柳纘				景承			1527		1564	幼學		晉州 柳	安城
PSa_1564_005102	CS	김환	金瓛				君寶			1540		1564	幼學		安東 金	咸陽
PSa_1564_005103	CS	유영부	柳永孚				伯忱			1541		1564	幼學		全州 柳	京
PSa_1564_005104	CS	우탁	禹鐸				子警			1527		1564	幼學		丹陽 禹	鎭岑
PSa_1564_005105	CS	성돈	成惇				叔厚			1540		1564	幼學		昌寧 成	京
PSa_1564_005106	CS	황식	黃軾				景瞻			1532		1564	幼學		長水 黃	京
PSa_1564_005107	CS	김근	金瑾				叔溫			1538		1564	幼學		安東 金	京
PSa_1564_005108	CS	김효원	金孝元				仁伯	省菴		1542	1590	1564	幼學		善山 金	京
PSa_1564_005109	CS	유성룡	柳成龍				而見	西崖	文忠	1542	1607	1564	幼學		豊山 柳	京
PSa_1564_005110	CS	정사위	鄭士偉				弘遠			1536	1592	1564	幼學		光州 鄭	京
PSa_1564_005111	CS	이의건	李義健				宜仲	峒隱		1533	1621	1564	幼學		全州 李	京
PSa_1564_005112	CS	백광훈	白光勳				彰卿	玉峰		1537	1582	1564	幼學		海美 白	長興
PSa_1564_005113	CS	조확	趙擴				公保			1535	1575	1564	幼學		楊州 趙	京
PSa_1564_005114	CS	진호신	秦好信				景立			1539		1564	幼學		三陟 秦	牛峰
PSa_1564_005115	CS	성식	成軾				敬甫			1542	1600	1564	幼學		昌寧 成	京
PSa_1564_005116	CS	유대수	兪大脩				思永			1546	1586	1564	幼學		杞溪 兪	京
PSa_1564_005117	CS	이운기	李雲起				從龍			1534		1564	幼學		洪州 李	京
PSa_1564_005118	CS	유의춘	柳宜春				一元			1532		1564	幼學		晉州 柳	豊德
PSa_1564_005119	CS	이옹	李雍				應堯			1534		1564	幼學		禮安 李	京
PSa_1564_005120	CS	김내윤	金乃潤				潤之			1528		1564	訓導		淸州 金	平壤
PSa_1564_005121	CS	김복일	金復一				季純	南嶽		1541	1591	1564	幼學		義城 金	安東
PSa_1564_005122	CS	이맹필	李孟弼				元輔			1533		1564	幼學		全義 李	京
PSa_1564_005123	CS	남순손	南順孫				恭叔			1517		1564	幼學		固城 南	全州
PSa_1564_005124	CS	오세란	吳世蘭				馨遠			1534		1564	幼學		寶城 吳	京
PSa_1564_005125	CS	강문서	姜文瑞				元慶			1524		1564	幼學		晉州 姜	晉州
PSa_1564_005126	CS	유자신	柳自新				止彦			1541	1612	1564	幼學		文化 柳	京
PSa_1564_005127	CS	이기남	李期男				慶遇			1535		1564	幼學		安城 李	京
PSa_1564_005128	CS	김득가	金得可				君望			1547		1564	幼學		義城 金	尙州
PSa_1564_005129	CS	박명필	朴明弼				景直			1524		1564	幼學		羅州 朴	全州
PSa_1564_005130	CS	김일	金鎰				君重			1532		1564	幼學		中和 金	中和
PSa_1564_005131	CS	박동현	朴東賢				學起	活塘		1544	1594	1564	幼學		潘南 朴	京
PSa_1564_005132	CS	문응로	文應魯				師聖			1539		1564	幼學		南平 文	陜川
PSa_1564_005133	CS	채응룡	蔡應龍				雲瑞	秋月軒		1530	1574	1564	幼學		仁川 蔡	大丘
PSa_1564_005134	CS	김장	金璋				孟獻			1544		1564	幼學		三陟 金	祥原
PSa_1564_005135	CS	한백후	韓伯厚				德載			1538		1564	幼學		淸州 韓	京
PSa_1564_005136	CS	윤엄	尹儼				思叔	松巖		1536	1581	1564	幼學		坡平 尹	京
PSa_1564_005137	CS	김종현	金從賢				景聖			1543		1564	幼學		安東 金	京
PSa_1564_005138	CS	강서	姜緖				遠卿			1538	1589	1564	幼學		晉州 姜	京
PSa_1564_005139	CS	최담령	崔聃齡				仲耳			1543		1564	幼學		慶州 崔	京
PSa_1564_005140	CS	김광두	金光斗				景樞			1541		1564	幼學		順天 金	京
PSa_1564_005141	CS	정숙남	鄭淑男		鄭淑夏		景善	月湖		1541	1599	1564	幼學		東萊 鄭	京
PSa_1564_005142	CS	양희구	楊希逑				元吉			1538		1564	幼學		淸州 楊	京
PSa_1564_005143	CS	유영건	柳永健				健之			1535		1564	幼學		全州 柳	京
PSa_1567_005243	CS	강신	姜紳				長卿	東皐	毅簡	1543	1615	1567	幼學		晉州 姜	京
PSa_1567_005244	CS	유몽정	柳夢鼎				季任	鶴巖		1527	1593	1567	幼學		文化 柳	京
PSa_1567_005245	CS	황진	黃璡				景美	西潭		1542	1606	1567	幼學		昌原 黃	京
PSa_1567_005246	CS	정희적	鄭熙績				士勲			1541		1567	幼學		河東 鄭	京
PSa_1567_005247	CS	박춘형	朴春亨				孟元			1537		1567	幼學		順天 朴	報恩
PSa_1567_005248	CS	김응문	金應文				文擧			1537		1567	幼學		牙山 金	鳳山
PSa_1567_005249	CS	신활	申活				景中			1544		1567	幼學		高靈 申	淸州
PSa_1567_005250	CS	정사웅	鄭士雄				景贇	耐菴		1536		1567	幼學		溫陽 鄭	京
PSa_1567_005251	CS	최진국	崔鎭國				之翰			1542		1567	幼學		忠州 崔	京
PSa_1567_005252	CS	신확	申確				仲固			1536		1567	幼學		平山 申	京
PSa_1567_005253	CS	이장윤	李長胤				彦胄			1533		1567	幼學		富平 李	京
PSa_1567_005254	CS	신전	申澱				景淸			1534		1567	幼學		高靈 申	京
PSa_1567_005255	CS	최운부	崔雲溥				大仲	內翰		1548	1575	1567	幼學		江陵 崔	鳳山
PSa_1567_005256	CS	성대충	成大忠				直哉			1548		1567	幼學		昌寧 成	京
PSa_1567_005257	CS	정섭	鄭燮		鄭爚		止甫	四留翁		1544	1615	1567	幼學		草溪 鄭	京
PSa_1567_005258	CS	이치림	李致霖				君澤			1535		1567	幼學		公州 李	京
PSa_1567_005259	CS	송미	宋彌				彌之			1519		1567	幼學		鎭川 宋	春川
PSa_1567_005260	CS	성념	成恬				仲靜			1543		1567	幼學		昌寧 成	京
PSa_1567_005261	CS	김광록	金光祿				君錫			1543		1567	幼學		彦陽 金	京
PSa_1567_005262	CS	김복경	金復慶				基善			1544		1567	幼學		慶州 金	京
PSa_1567_005263	CS	민성장	閔成章				達夫			1539		1567	幼學		驪興 閔	京
PSa_1567_005264	CS	김덕란	金德鸞				仲祥			1535		1567	幼學		三陟 金	安東
PSa_1567_005265	CS	신타	申柁				濟彦			1532		1567	幼學		高靈 申	京
PSa_1567_005266	CS	정사원	鄭思元				季先	癎松		1540		1567	幼學		光州 鄭	京
PSa_1567_005267	CS	고영	高嶸				季贍			1543		1567	幼學		橫城 高	原州
PSa_1567_005268	CS	조굉중	曺閎中				暢輝			1529		1567	幼學		玉川 曺	和順
PSa_1567_005269	CS	김계	金洎				希仲			1538		1567	幼學		金海 金	京
PSa_1567_005270	CS	유몽정	柳夢井				景瑞			1529		1567	幼學		文化 柳	羅州
PSa_1567_005271	CS	유응룡	柳應龍		柳思瑗		景雲			1541	1608	1567	幼學		文化 柳	京
PSa_1567_005272	CS	오이순	吳以順				健叔			1545		1567	幼學		海州 吳	京
PSa_1567_005273	CS	안혼	安琿				仲潤			1538	1580	1567	幼學		順興 安	谷城
PSa_1567_005274	CS	조휘	趙徽				子美	松坡		1543		1567	幼學		豊壤 趙	尙州
PSa_1567_005275	CS	김협	金車+夾				景直			1538		1567	幼學		慶州 金	京
PSa_1567_005276	CS	유연	柳埏				堯平			1528		1567	別提		全州 柳	京
PSa_1567_005277	CS	이중양	李仲陽				明之			1534		1567	幼學		加平 李	龍宮
PSa_1567_005278	CS	강의호	姜義虎				文叔			1541	1587	1567	幼學		晉州 姜	京
PSa_1567_005279	CS	이경백	李景白				希叔			1545		1567	幼學		忠州 李	京
PSa_1567_005280	CS	김찬	金瓚				叔珍	訥菴	孝獻	1543	1599	1567	幼學		安東 金	京
PSa_1567_005281	CS	이원승	李元承				雲長			1518		1567	幼學		永川 李	禮安
PSa_1567_005282	CS	최경운	崔慶雲				善章			1527		1567	幼學		海州 崔	和順
PSa_1567_005283	CS	한인조	韓仁祖				應慶			1521		1567	幼學		淸州 韓	和順
PSa_1567_005284	CS	이려	李瓈				景潤			1527		1567	幼學		陽城 李	京
PSa_1567_005285	CS	윤호	尹皞				仲昇			1542	1589	1567	幼學		海平 尹	京
PSa_1567_005286	CS	홍가신	洪可臣				興道	晩全堂	文莊	1541	1615	1567	幼學		南陽 洪	京
PSa_1567_005287	CS	한인	韓戭				凱叔			1547		1567	幼學		淸州 韓	京
PSa_1567_005288	CS	유수평	劉秀平				希彦			1524		1567	書吏		白川 劉	京
PSa_1567_005289	CS	이잠	李潛				太昭			1528		1567	幼學		慶州 李	淸州
PSa_1567_005290	CS	남궁활	南宮活				頤吉			1543		1567	幼學		咸悅 南宮	京
PSa_1567_005291	CS	김응익	金應翼				汝壽			1549		1567	幼學		慶州 金	京
PSa_1567_005292	CS	이덕열	李德悅				得之			1534	1599	1567	別坐		廣州 李	京
PSa_1567_005293	CS	최운윤	崔雲潤				致中			1545		1567	幼學		江陵 崔	京
PSa_1567_005294	CS	정곤수	鄭崑壽				汝仁	栢谷	忠翼	1538	1602	1567	幼學		淸州 鄭	京
PSa_1567_005295	CS	오정렬	吳挺烈				光潤	楸亭		1536		1567	幼學		海州 吳	利川
PSa_1567_005296	CS	김용	金溶				太浩			1534		1567	幼學		延安 金	京
PSa_1567_005297	CS	신익	申榏				濟甫			1541		1567	幼學		高靈 申	京
PSa_1567_005298	CS	성언충	成彦忠				信叔			1535		1567	幼學		昌寧 成	京
PSa_1567_005299	CS	손유경	孫有慶				景善			1534		1567	幼學		安東 孫	密陽
PSa_1567_005300	CS	전현룡	田見龍				施叔			1542		1567	幼學		牛峰 田	開城
PSa_1567_005301	CS	한일휴	韓日休				景逸			1542		1567	幼學		淸州 韓	懷德
PSa_1567_005302	CS	유영범	柳永範				汝則			1536		1567	幼學		全州 柳	京
PSa_1567_005303	CS	이개립	李介立				大中	省吾臺		1546		1567	幼學		慶州 李	醴泉
PSa_1567_005304	CS	한호	韓濩				景洪	石峰		1543	1605	1567	幼學		三和 韓	開城
PSa_1567_005305	CS	김협	金浹				仲深			1545		1567	幼學		淸風 金	京
PSa_1567_005306	CS	김각	金覺				天民			1536	1610	1567	幼學		永同 金	尙州
PSa_1567_005307	CS	정선복	鄭善復				子靜			1534		1567	幼學		東萊 鄭	京
PSa_1567_005308	CS	홍운	洪運				亨伯			1534		1567	幼學		南陽 洪	京
PSa_1567_005309	CS	이계정	李繼禎				嘉應	東皐		1542		1567	幼學		富平 李	京
PSa_1567_005310	CS	이결	李潔				仲㵓			1542		1567	幼學		固城 李	京
PSa_1567_005311	CS	민척	閔滌		閔淑		士潔			1543	1613	1567	幼學		驪興 閔	京
PSa_1567_005312	CS	유혼	兪混				混元			1535		1567	幼學		耽津 兪	京
PSa_1567_005313	CS	손여민	孫汝敏				景訥			1536		1567	幼學		密陽 孫	京
PSa_1567_005314	CS	조언우	趙彦瑀				可獻			1522		1567	幼學		稷山 趙	開城
PSa_1567_005315	CS	성대업	成大業				享叔			1540		1567	幼學		昌寧 成	京
PSa_1567_005316	CS	강종윤	姜宗胤				伯承			1543		1567	幼學		晉州 姜	京
PSa_1567_005317	CS	유덕언	柳德言				彦盛			1531		1567	訓導		文化 柳	鎭川
PSa_1567_005318	CS	안진	安震				起夫			1538		1567	幼學		順興 安	京
PSa_1567_005319	CS	강응성	姜應聖				景遇			1545		1567	幼學		晉州 姜	京
PSa_1567_005320	CS	김온	金韞				君玉			1538		1567	幼學		光山 金	京
PSa_1567_005321	CS	윤황	尹滉				世浩			1541		1567	幼學		坡平 尹	京
PSa_1567_005322	CS	이정형	李廷馨				德薰	知退		1549	1607	1567	幼學		慶州 李	京
PSa_1567_005323	CS	한선	韓璿				休卿			1532		1567	幼學		淸州 韓	京
PSa_1567_005324	CS	이덕홍	李德洪				叔寬			1539		1567	幼學		全州 李	京
PSa_1567_005325	CS	권종	權徖				安仲			1530		1567	幼學		安東 權	京
PSa_1567_005326	CS	이봉	李逢				應時			1545		1567	幼學		全州 李	京
PSa_1567_005327	CS	성대윤	成大胤				丕承			1539		1567	幼學		昌寧 成	密陽
PSa_1567_005328	CS	정광적	鄭光績				景勛	西澗		1551	1637	1567	幼學		河東 鄭	京
PSa_1567_005329	CS	장언구	張彦玖				子潤			1520	1573	1567	幼學		丹陽 張	忠州
PSa_1567_005330	CS	황민중	黃敏中				德望			1544		1567	幼學		昌原 黃	京
PSa_1567_005331	CS	신대년	申大年				德老			1519		1567	幼學		谷城 申	京
PSa_1567_005332	CS	유덕개	劉德蓋				澤夫			1537		1567	幼學		居昌 劉	安陰
PSa_1567_005333	CS	하세호	河世灝				子淳			1525		1567	幼學		晉陽 河	忠州
PSa_1567_005334	CS	고경선	高敬先				基遠			1534		1567	幼學		長興 高	光州
PSa_1567_005335	CS	이존헌	李存憲				士規			1541		1567	幼學		全州 李	京
PSa_1567_005336	CS	이각	李覺				民先			1541		1567	幼學		全州 李	京
PSa_1567_005337	CS	이유중	李有中				時可			1544	1602	1567	幼學		德水 李	京
PSa_1567_005338	CS	문위세	文緯世				叔章	楓菴		1534	1600	1567	幼學		南平 文	長興
PSa_1567_005339	CS	원연	元埏				廣甫			1543		1567	幼學		原州 元	振威
PSa_1567_005340	CS	김문룡	金文龍				見卿			1527		1567	幼學		淸風 金	開城
PSa_1567_005341	CS	구호	具浩				志完			1535		1567	幼學		綾城 具	義城
PSa_1567_005342	CS	정윤우	丁胤祐		丁允祐		天錫	草菴		1539	1605	1567	幼學		羅州 丁	京
PSa_1568_005443	CS	하락	河洛				道源			1530	1592	1568	幼學		晉陽 河	尙州
PSa_1568_005444	CS	박광전	朴光前				顯哉	竹川	文康	1526	1597	1568	幼學		珍原 朴	寶城
PSa_1568_005445	CS	최계옥	崔啓沃				景說			1536		1568	幼學		全州 崔	京
PSa_1568_005446	CS	박운기	朴雲驥				德而			1530		1568	幼學		順天 朴	星州
PSa_1568_005447	CS	조순	曹恂				公信			1529		1568	幼學		靈巖 曹	利川
PSa_1568_005448	CS	심장원	沈長源				景混			1531	1607	1568	幼學		三陟 沈	江陵
PSa_1568_005449	CS	왕덕곤	王德鵾				翔甫			1534		1568	訓導		開城 王	京
PSa_1568_005450	CS	손엽	孫曄				子鞱	淸虛齋		1546	1600	1568	幼學		慶州 孫	慶州
PSa_1568_005451	CS	임발영	任拔英	任尙均	任發英		時彦	瓦軒		1539	1593	1568	幼學		長興 任	海南
PSa_1568_005452	CS	김인갑	金仁甲				善初			1534		1568	幼學		安東 金	京
PSa_1568_005453	CS	송승희	宋承禧				景繁	菊軒		1538	1592	1568	幼學		礪山 宋	京
PSa_1568_005454	CS	윤유후	尹裕後				慶餘	雙栢堂		1541	1606	1568	司果		坡平 尹	京
PSa_1568_005455	CS	윤지빙	尹之聘				重任			1542		1568	幼學		海平 尹	楊州
PSa_1568_005456	CS	조덕년	趙德年				仁叟			1545		1568	幼學		楊州 趙	京
PSa_1568_005457	CS	박석정	朴石精				汝玉					1568	幼學		密陽 朴	金堤
PSa_1568_005458	CS	오지	吳祉				季膺			1532		1568	幼學		海州 吳	南原
PSa_1568_005459	CS	송호	宋瑚				仲器			1529		1568	幼學		潭陽 宋	新溪
PSa_1568_005460	CS	조강	趙綱				叔擧			1527	1599	1568	幼學		漢陽 趙	淸州
PSa_1568_005461	CS	권형	權詗				仲悟			1541	1605	1568	幼學		安東 權	京
PSa_1568_005462	CS	임기	任琦				稚圭	醒菴		1539	1594	1568	幼學		豊川 任	京
PSa_1568_005463	CS	김뉴	金紐				順卿			1527		1568	幼學		善山 金	陜川
PSa_1568_005464	CS	정사성	鄭士誠				子明			1545	1607	1568	幼學		淸州 鄭	京
PSa_1568_005465	CS	김태좌	金台佐				伯變			1541		1568	幼學		公州 金	平壤
PSa_1568_005466	CS	이학	李鶴				冲擧			1541		1568	幼學		全義 李	京
PSa_1568_005467	CS	이맹연	李孟衍				休伯			1534		1568	幼學		廣州 李	京
PSa_1568_005468	CS	이몽경	李夢慶				彦吉			1546		1568	幼學		全州 李	京
PSa_1568_005469	CS	강덕관	康德寬				大容			1540		1568	幼學		信川 康	昌城
PSa_1568_005470	CS	정난	鄭鸞				景瑞			1536		1568	幼學		迎日 鄭	江陵
PSa_1568_005471	CS	윤기	尹箕		尹祁		伯說	艮輔		1535	1606	1568	幼學		南原 尹	京
PSa_1568_005472	CS	성영	成泳				士涵			1547	1623	1568	幼學		昌寧 成	京
PSa_1568_005473	CS	홍약창	洪約昌				景遠			1535		1568	幼學		南陽 洪	尙州
PSa_1568_005474	CS	이귀남	李貴男				孝伯			1539		1568	幼學		慶州 李	京
PSa_1568_005475	CS	정충방	鄭忠邦				季隣			1533		1568	幼學		迎日 鄭	京
PSa_1568_005476	CS	한명윤	韓明胤				晦叔			1542	1593	1568	幼學		淸州 韓	京
PSa_1568_005477	CS	전구	全球				鳴叔			1527		1568	幼學		彰山 全	海州
PSa_1568_005478	CS	권용중	權用中				仲正			1536		1568	幼學		安東 權	京
PSa_1568_005479	CS	김붕	金鵬				大游			1526		1568	幼學		鷄林 金	延安
PSa_1568_005480	CS	손흥경	孫興慶				景餘			1543		1568	幼學		慶州 孫	榮川
PSa_1568_005481	CS	나사경	羅士憬				德遂			1507		1568	幼學		羅州 羅	羅州
PSa_1568_005482	CS	남언진	南彦縝				敬甫			1531		1568	宣傳官		宜寧 南	京
