munjip_id	문집	文集	성명	姓名	birthyear	birthyear2	deathyear	deathyear2	ancestralseat	choronym	uci	biog_id	encykorea
ITKC_MI_0154A	구암집	龜巖集	이정	李楨	1512		1571		泗川	泗川 李	G002+AKS-KHF_12C774C815FFFFB1512X0	PPL_6JOa_A1512_1_0010513	E0045795
ITKC_MI_0155A	유헌집	游軒集	정황	丁熿	1512		1560		昌原	昌原 丁	G002+AKS-KHF_12C815D669FFFFB1512X0	PPL_6JOa_A1512_1_0012489	E0051188
ITKC_MI_0156A	수암유고	守庵遺稿	박지화	朴枝華	1513		1592		旌善	旌善 朴		PPL_6JOb_A1513_1_0004752	E0021220
ITKC_MI_0157A	미암집	眉巖集	유희춘	柳希春	1513		1577		善山	善山 柳	G002+AKS-KHF_13C720D76CCD98B1513X0	PPL_6JOa_A1513_1_0008376	E0042058
ITKC_MI_0158A	국간집	菊磵集	윤현	尹鉉	1514		1578		坡平	坡平 尹	G002+AKS-KHF_12C724D604FFFFB1514X0	PPL_6JOa_A1514_1_0008759	E0042678
ITKC_MI_0159A	소재집	穌齋集	노수신	盧守愼	1515		1590		光州	光州 盧	G002+AKS-KHF_13B178C218C2E0B1515X0	PPL_6JOa_A1515_1_0003417	E0012812
ITKC_MI_0160A	임당유고	林塘遺稿	정유길	鄭惟吉	1515		1588		東萊	東萊 鄭	G002+AKS-KHF_13C815C720AE38B1515X0	PPL_6JOa_A1515_1_0012239	E0050684
ITKC_MI_0161A	치재유고	耻齋遺稿	홍인우	洪仁祐	1515		1554		南陽	南陽 洪	G002+AKS-KHF_13D64DC778C6B0B1515X0	PPL_6JOa_A1515_1_0014902	E0064350
ITKC_MI_0162A	이암유고	頤庵遺稿	송인	宋寅	1517		1584		礪山	礪山 宋		PPL_6JOa_A1517_1_0006061	E0031012
ITKC_MI_0163A	청천당시집	聽天堂詩集	심수경	沈守慶	1516		1599		豐山	豐山 沈	G002+AKS-KHF_13C2ECC218ACBDB1516X0	PPL_6JOb_A1516_1_0006641	E0033834
ITKC_MI_0164A	소고집	嘯皐集	박승임	朴承任	1517		1586		潘南	潘南 朴	G002+AKS-KHF_13BC15C2B9C784B1517X0	PPL_6JOa_A1517_1_0004473	E0020871
ITKC_MI_0165A	봉래시집	蓬萊詩集	양사언	楊士彥	1517		1584		淸州	淸州 楊			
ITKC_MI_0166A	토정유고	土亭遺稿	이지함	李之菡	1517		1578		韓山	韓山 李		PPL_6JOa_A1517_1_0010741	E0046084
ITKC_MI_0167A	첨모당집	瞻慕堂集	임운	林芸	1517		1572		恩津	恩津 林			
ITKC_MI_0168A	초당집	草堂集	허엽	許曄	1517		1580		陽川	陽川 許	G002+AKS-KHF_12D5C8C5FDFFFFB1517X0	PPL_6JOa_A1517_1_0014489	E0063097
ITKC_MI_0169A	금계집	錦溪集	황준량	黃俊良	1517		1563		平海	平海 黃	G002+AKS-KHF_13D669C900B7C9B1517X0	PPL_6JOa_A1517_1_0015127	E0065338
ITKC_MI_0170A	옥계집	玉溪集	노진	盧禛	1518		1578		豐川	豐川 盧	G002+AKS-KHF_12B178C9C4FFFFB1518X0	PPL_6JOa_A1518_1_0003457	E0012909
ITKC_MI_0171A	동원집	東園集	김귀영	金貴榮	1520		1594	1593	尙州	尙州 金	G002+AKS-KHF_13AE40ADC0C601B1520X0	PPL_6JOb_A1520_1_0001291	E0008773
ITKC_MI_0172A	송천유집	松川遺集	양응정	梁應鼎	1519		1581		濟州	濟州 梁	G002+AKS-KHF_13C591C751C815B1519X0	PPL_6JOa_A1519_1_0007069	E0035701
ITKC_MI_0173A	주천유고	舟川遺稿	강유선	康惟善	1520		1549		信川	信川 康	G002+AKS-KHF_13AC15C720C120B1520X0	PPL_6JOa_A1520_1_0000163	E0001328
ITKC_MI_0174A	습재집	習齋集	권벽	權擘	1520		1593		安東	安東 權	G002+AKS-KHF_12AD8CBCBDFFFFB1520X0	PPL_6JOb_A1520_1_0000818	E0006917
ITKC_MI_0175A	덕계집	德溪集	오건	吳健	1521		1574		咸陽	咸陽 吳	G002+AKS-KHF_12C624AC74FFFFB1521X0	PPL_6JOa_A1521_1_0007349	E0038080
ITKC_MI_0176A	개암집	介庵集	강익	姜翼	1523		1567		晉州	晉州 姜		PPL_6JOa_A1523_1_0000182	E0001354
ITKC_MI_0177A	고청유고	孤靑遺稾	서기	徐起	1523		1591		利川	利川 徐		PPL_6JOa_A1523_1_0005382	E0027655
ITKC_MI_0178A	사암집	思菴集	박순	朴淳	1523		1589		忠州	忠州 朴	G002+AKS-KHF_12BC15C21CFFFFB1523X0	PPL_6JOa_A1523_1_0004454	E0020849
ITKC_MI_0179A	월천집	月川集	조목	趙穆	1524		1606		橫城	橫城 趙	G002+AKS-KHF_12C870BAA9FFFFB1524X0	PPL_6JOb_A1524_1_0012645	E0051751
ITKC_MI_0180A	물암집	勿巖集	김륭	金隆	1549		1594	1593	咸昌	咸昌 金		PPL_6JOb_A1549_1_0001526	E0009059
ITKC_MI_0181A	백담집	栢潭集	구봉령	具鳳齡	1526		1586		綾城	綾城 具	G002+AKS-KHF_13AD6CBD09B839B1538X0	PPL_6JOa_A1526_1_0000663	E0005792
ITKC_MI_0182A	옥동집	玉洞集	문익성	文益成	1526		1584		南平	南平 文	G002+AKS-KHF_13BB38C775C131B1526X0	PPL_6JOa_A1526_1_0003909	E0019626
ITKC_MI_0183A	죽천집	竹川集	박광전	朴光前	1526		1597		珍原	珍原 朴		PPL_6JOb_A1526_1_0004221	E0020556
ITKC_MI_0184A	약포집	藥圃集	정탁	鄭琢	1526		1605		淸州	淸州 鄭	G002+AKS-KHF_12C815D0C1FFFFB1526X0	PPL_6JOb_A1526_1_0012417	E0051045
ITKC_MI_0185A	고봉집	高峯集	기대승	奇大升	1527		1572		幸州	幸州 奇	G002+AKS-KHF_13AE30B300C2B9B1527X0	PPL_6JOa_A1527_1_0001060	E0008148
ITKC_MI_0186A	우득록	愚得錄	정개청	鄭介淸	1529		1590		固城	固城 鄭		PPL_6JOa_A1529_1_0011849	E0049907
ITKC_MI_0187A	팔곡집	八谷集	구사맹	具思孟	1531		1604		綾城	綾城 具	G002+AKS-KHF_13AD6CC0ACB9F9B1531X0	PPL_6JOb_A1531_1_0000667	E0005816
ITKC_MI_0188A	설월당집	雪月堂集	김부윤	金富倫	1531		1598		光山	光山 金	G002+AKS-KHF_13AE40BD80B95CB1531X0	PPL_6JOb_A1531_1_0001701	E0009274
ITKC_MI_0189A	송암집	松巖集	권호문	權好文	1532		1587		安東	安東 權		PPL_6JOa_A1532_1_0000993	E0007138
ITKC_MI_0190A	성암유고	省菴遺稿	김효원	金孝元	1542		1590		善山	善山 金	G002+AKS-KHF_13AE40D6A8C6D0B1542X0	PPL_6JOa_A1532_1_0003124	E0011133
ITKC_MI_0191A	백록유고	白麓遺稿	신응시	辛應時	1532		1585		寧越	寧越 辛	G002+AKS-KHF_13C2E0C751C2DCB1532X0	PPL_6JOa_A1532_1_0006437	E0033264
ITKC_MI_0192A	지천집	芝川集	황정욱	黃廷彧	1532		1607		長水	長水 黃	G002+AKS-KHF_13D669C815C6B1B1532X0	PPL_6JOb_A1532_1_0015119	E0065302
ITKC_MI_0193A	오음유고	梧陰遺稿	윤두수	尹斗壽	1533		1601		海平	海平 尹	G002+AKS-KHF_13C724B450C218B1533X0	PPL_6JOb_A1533_1_0008464	E0042299
ITKC_MI_0194A	제봉집	霽峯集	고경명	高敬命	1533		1592		長興	長興 高	G002+AKS-KHF_13ACE0ACBDBA85B1533X0	PPL_6JOb_A1533_1_0000386	E0003297
ITKC_MI_0195A	문봉집	文峯集	정유일	鄭惟一	1533		1576		東萊	東萊 鄭	G002+AKS-KHF_13C815C720C77CB1533X0	PPL_6JOa_A1533_1_0012245	E0050690
ITKC_MI_0196A	초간집	草澗集	권문해	權文海	1534		1591		醴泉	醴泉 權	G002+AKS-KHF_13AD8CBB38D574B1534X0	PPL_6JOa_A1534_1_0000813	E0006910
ITKC_MI_0197A	구봉집	龜峯集	송익필	宋翼弼	1534		1599		礪山	礪山 宋		PPL_6JOb_A1534_1_0006060	E0031011
ITKC_MI_0198A	우계집	牛溪集	성혼	成渾	1535		1598		昌寧	昌寧 成		PPL_6JOb_A1535_1_0005779	E0029706
ITKC_MI_0199A	내암집	來庵集	정인홍	鄭仁弘	1536	1535	1623		瑞山	瑞山 鄭	G002+AKS-KHF_13C815C778D64DB1536X0	PPL_6JOb_A1535_1_0012296	E0050807
ITKC_MI_0200A	청강집	淸江集	이제신	李濟臣	1536		1583	1584	全義	全義 李	G002+AKS-KHF_13C774C81CC2E0B1536X0	PPL_6JOa_A1536_1_0010569	E0045873
ITKC_MI_0201A	율곡전서	栗谷全書	이이	李珥	1536		1584		德水	德水 李	G002+AKS-KHF_12C774C774FFFFB1536X0	PPL_6JOa_A1536_1_0010341	E0045546
ITKC_MI_0202A	약포유고	藥圃遺稿	이해수	李海壽	1536		1599		全義	全義 李	G002+AKS-KHF_13C774D574C218B1536X0	PPL_6JOb_A1536_1_0010980	E0046444
ITKC_MI_0203A	송강집	松江集	정철	鄭澈	1536		1593		延日	延日 鄭	G002+AKS-KHF_12C815CCA0FFFFB1536X0	PPL_6JOb_A1536_1_0012394	E0050998
ITKC_MI_0204A	졸옹집	拙翁集	홍성민	洪聖民	1536		1594		南陽	南陽 洪	G002+AKS-KHF_13D64DC131BBFCB1536X0	PPL_6JOb_A1536_1_0014799	E0064172
ITKC_MI_0205A	건재집	健齋集	김천일	金千鎰	1537		1593		彥陽	彥陽 金		PPL_5COc_A9999_1_0002880	E0010759
ITKC_MI_0206A	옥봉집	玉峯集	백광훈	白光勳	1537		1582		海美	海美 白		PPL_6JOa_A1537_1_0005019	E0022001
ITKC_MI_0207A	월정집	月汀集	윤근수	尹根壽	1537		1616		海平	海平 尹	G002+AKS-KHF_13C724ADFCC218B1537X0	PPL_6JOb_A1537_1_0008423	E0042241
ITKC_MI_0208A	대소헌일고	大笑軒逸稿	조종도	趙宗道	1537		1597		咸安	咸安 趙	G002+AKS-KHF_13C870C885B3C4B1537X0	PPL_6JOb_A1537_1_0012936	E0052609
ITKC_MI_0209A	아계유고	鵝溪遺稿	이산해	李山海	1539		1609		韓山	韓山 李	G002+AKS-KHF_13C774C0B0D574B1539X0	PPL_6JOb_A1539_1_0009633	E0044553
ITKC_MI_0210A	학봉집	鶴峯集	김성일	金誠一	1538		1593		義城	義城 金	G002+AKS-KHF_13AE40C131C77CB1538X0	PPL_6JOb_A1538_1_0001873	E0009485
ITKC_MI_0211A	백곡집	栢谷集	정곤수	鄭崐壽	1538		1602		淸州	淸州 鄭			
ITKC_MI_0212A	각재집	覺齋集	하항	河沆	1538		1590		晉州	晉州 河	G002+AKS-KHF_12D558D56DFFFFB1538X0	PPL_6JOb_A1538_1_0028033	
ITKC_MI_0213A	겸암집	謙菴集	유운룡	柳雲龍	1539		1601		豐山	豐山 柳		PPL_6JOb_A1539_1_0008169	E0041703
ITKC_MI_0214A	파곡유고	坡谷遺稿	이성중	李誠中	1539		1593		全州	全州 李	G002+AKS-KHF_13C774C131C911B1539X0		
ITKC_MI_0215A	간이집	簡易集	최립	崔岦	1539		1612		通川	通川 崔	G002+AKS-KHF_12CD5CB9BDFFFFB1539X0	PPL_6JOb_A1539_1_0013537	E0057278
ITKC_MI_0216A	고죽유고	孤竹遺稿	최경창	崔慶昌	1539		1583		海州	海州 崔	G002+AKS-KHF_13CD5CACBDCC3DB1539X0	PPL_6JOa_A1539_1_0013458	E0057178
ITKC_MI_0217A	백암집	栢巖集	김륵	金玏	1540		1616		禮安	禮安 金	G002+AKS-KHF_12AE40B975FFFFB1540X0	PPL_6JOb_A1540_1_0001527	E0009060
ITKC_MI_0218A	동강집	東岡集	김우옹	金宇顒	1540		1603		義城	義城 金	G002+AKS-KHF_13AE40C6B0C639B1540X0	PPL_6JOb_A1540_1_0002295	E0009997
ITKC_MI_0219A	송애집	松崖集	박여룡	朴汝龍	1541		1611		沔川	沔川 朴	G002+AKS-KHF_13BC15C5ECB8E1B1541X0	PPL_6JOb_A1541_1_0004509	E0020919
ITKC_MI_0220A	간재집	艮齋集	이덕홍	李德弘	1541		1596		永川	永川 李		PPL_6JOb_A1541_1_0009298	E0044019
ITKC_MI_0221A	사류재집	四留齋集	이정암	李廷馣	1541		1600		慶州	慶州 李	G002+AKS-KHF_13C774C815C554B1541X0	PPL_6JOb_A1541_1_0010550	E0045839
ITKC_MI_0222A	만전집	晚全集	홍가신	洪可臣	1541		1615		南陽	南陽 洪		PPL_6JOb_A1541_1_0014669	E0063938
ITKC_MI_0223A	풍애집	楓崖集	안민학	安敏學	1542		1601		廣州	廣州 安		PPL_6JOb_A1542_1_0006813	E0034732
ITKC_MI_0224A	서애집	西厓集	유성룡	柳成龍	1542		1607		豐山	豐山 柳	G002+AKS-KHF_13C720C131B8E1B1542X0	PPL_6JOb_A1542_1_0008069	E0041546
ITKC_MI_0225A	옥산시고	玉山詩稿	이우	李瑀	1542		1609		德水	德水 李		PPL_6JOb_A1542_1_0010147	E0045283
ITKC_MI_0226A	고담일고	孤潭逸稿	이순인	李純仁	1533		1592		全義	全義 李	G002+AKS-KHF_13C774C21CC778B1533X0	PPL_6JOb_A1533_1_0009892	E0044908
ITKC_MI_0227A	한강집	寒岡集	정구	鄭逑	1543		1620		淸州	淸州 鄭		PPL_6JOb_A1543_1_0011892	E0049982
ITKC_MI_0228A	청계집	靑溪集	양대박	梁大樸	1543	1544	1592		南原	南原 梁		PPL_6JOb_A1544_1_0007010	E0035452
ITKC_MI_0229A	송암집	松巖集	이로	李魯	1544		1598		固城	固城 李	G002+AKS-KHF_12C774B85CFFFFB1544X0	PPL_6JOb_A1544_1_0009360	E0044118
ITKC_MI_0230A	중봉집	重峰集	조헌	趙憲	1544		1592		白川	白川 趙	G002+AKS-KHF_12C870D5CCFFFFB1544X0	PPL_6JOb_A1544_1_0013015	E0052754
ITKC_MI_0231A	촌은집	村隱集	유희경	劉希慶	1545		1636		江華	江華 劉		PPL_6JOb_A1545_1_0008369	E0042048
ITKC_MI_0232A	이충무공전서	李忠武公全書	이순신	李舜臣	1545		1598		德水	德水 李	G002+AKS-KHF_13C774C21CC2E0B1545X0	PPL_6JOb_A1545_1_0009888	E0044900
ITKC_MI_0233A	지산집	芝山集	조호익	曺好益	1545		1609		昌寧	昌寧 曺		PPL_6JOb_A1545_1_0013028	E0052769
ITKC_MI_0234A	지헌집	芝軒集	정사성	鄭士誠	1545		1607		淸州	淸州 鄭		PPL_6JOb_A1545_1_0012052	E0050311
ITKC_MI_0235A	부사집	浮査集	성여신	成汝信	1546		1632		昌寧	昌寧 成	G002+AKS-KHF_13C131C5ECC2E0B1546X0	PPL_6JOb_A1546_1_0005713	E0029446
ITKC_MI_0236A	용담집	龍潭集	박이장	朴而章	1547		1622		順天	順天 朴	G002+AKS-KHF_13BC15C774C7A5B1547X0	PPL_6JOb_A1547_1_0004622	E0021054
ITKC_MI_0237A	오리집	梧里集	이원익	李元翼	1547		1634		全州	全州 李	G002+AKS-KHF_13C774C6D0C775B1547X0	PPL_6JOb_A1547_1_0010204	E0045372
ITKC_MI_0238A	사계유고	沙溪遺稿	김장생	金長生	1548		1631		光山	光山 金		PPL_6JOb_A1548_1_0002553	E0010318
ITKC_MI_0239A	일송집	一松集	심희수	沈喜壽	1548		1622		靑松	靑松 沈	G002+AKS-KHF_13C2ECD76CC218B1548X0	PPL_6JOb_A1548_1_0006721	E0033981
ITKC_MI_0240A	악록집	岳麓集	허성	許筬	1548		1612		陽川	陽川 許	G002+AKS-KHF_12D5C8C131FFFFB1548X0	PPL_6JOb_A1548_1_0014481	E0063081
ITKC_MI_0241A	서경집	西坰集	유근	柳根	1549		1627		晉州	晉州 柳	G002+AKS-KHF_12C720ADFCFFFFB1549X0	PPL_6JOb_A1549_1_0007928	E0041297
ITKC_MI_0242A	지퇴당집	知退堂集	이정형	李廷馨	1549		1607		慶州	慶州 李	G002+AKS-KHF_13C774C815D615B1549X0	PPL_6JOb_A1549_1_0010559	E0045857
ITKC_MI_0243A	임백호집	林白湖集	임제	林悌	1549		1587		羅州	羅州 林	G002+AKS-KHF_12C784C81CFFFFB1549X0	PPL_6JOa_A1549_1_0011416	E0047637
ITKC_MI_0244A	천곡집	泉谷集	송상현	宋象賢	1551		1592		礪山	礪山 宋	G002+AKS-KHF_13C1A1C0C1D604B1551X0	PPL_6JOb_A1551_1_0005997	E0030855
ITKC_MI_0245A	하곡집	荷谷集	허봉	許篈	1551		1588		陽川	陽川 許	G002+AKS-KHF_12D5C8BD09FFFFB1551X0	PPL_6JOa_A1551_1_0014472	E0063064
ITKC_MI_0246A	망우집	忘憂集	곽재우	郭再祐	1552		1617		玄風	玄風 郭		PPL_6JOb_A1552_1_0000587	E0004695
ITKC_MI_0247A	태천집	苔泉集	민인백	閔仁伯	1552		1626		驪興	驪興 閔	G002+AKS-KHF_13BBFCC778BC31B1552X0	PPL_6JOb_A1552_1_0004094	E0020237
ITKC_MI_0248A	만취집	晚翠集	오억령	吳億齡	1552		1618		同福	同福 吳	G002+AKS-KHF_13C624C5B5B839B1552X0	PPL_6JOb_A1552_1_0007436	E0038407
ITKC_MI_0249A	구암유고	久菴遺稿	한백겸	韓百謙	1552		1615		淸州	淸州 韓	G002+AKS-KHF_13D55CBC31ACB8B1552X0	PPL_6JOb_A1552_1_0014191	E0061634
ITKC_MI_0250A	태촌집	泰村集	고상안	高尙顏	1553		1623		開城	開城 高			
ITKC_MI_0251A	오봉집	五峯集	이호민	李好閔	1553		1634		延安	延安 李	G002+AKS-KHF_13C774D638BBFCB1553X0	PPL_6JOb_A1553_1_0011052	E0046549
ITKC_MI_0252A	여헌집	旅軒集	장현광	張顯光	1554		1637		仁同	仁同 張		PPL_6JOb_A1554_1_0011714	E0048902
ITKC_MI_0253A	백졸재유고	百拙齋遺稿	한응인	韓應寅	1554		1614		淸州	淸州 韓	G002+AKS-KHF_13D55CC751C778B1554X0	PPL_6JOb_A1554_1_0014285	E0061885
ITKC_MI_0254A	손곡시집	蓀谷詩集	이달	李達	1539		1610	1612	新平	新平 李	G002+AKS-KHF_12C774B2ECFFFFB1566X0	PPL_6JOb_A1539_1_0009241	E0043945
ITKC_MI_0255A	송정집	松亭集	하수일	河受一	1553		1612		晉州	晉州 河	G002+AKS-KHF_13D558C218C77CB1553X0	PPL_6JOb_A1553_1_0014093	E0060641
ITKC_MI_0256A	검간집	黔澗集	조정	趙靖	1555		1636		豐壤	豐壤 趙	G002+AKS-KHF_12C870C815FFFFB1555X0	PPL_6JOb_A1555_1_0012909	E0052568
ITKC_MI_0257A	계은유고	溪隱遺稿	이정립	李廷立	1556		1595		廣州	廣州 李	G002+AKS-KHF_13C774C815B9BDB1556X0	PPL_6JOb_A1556_1_0010536	E0045820
ITKC_MI_0258A	오산집	五山集	차천로	車天輅	1556		1615		延安	延安 車	G002+AKS-KHF_13CC28CC9CB85CB1556X0	PPL_6JOb_A1556_1_0013308	E0055194
ITKC_MI_0259A	금역당집	琴易堂集	배용길	裵龍吉	1556		1609		興海	興海 裵	G002+AKS-KHF_13BC30C6A9AE38B1556X0	PPL_6JOb_A1556_1_0004977	E0021901
ITKC_MI_0260A	백사집	白沙集	이항복	李恒福	1556		1618		慶州	慶州 李	G002+AKS-KHF_13C774D56DBCF5B1556X0	PPL_6JOb_A1556_1_0010972	E0046429
ITKC_MI_0261A	유천유고	柳川遺稿	한준겸	韓浚謙	1557		1627		淸州	淸州 韓	G002+AKS-KHF_13D55CC900ACB8B1557X0	PPL_6JOb_A1557_1_0014311	E0061971
ITKC_MI_0262A	운천집	雲川集	김용	金涌	1557		1620		義城	義城 金	G002+AKS-KHF_12AE40C6A9FFFFB1557X0	PPL_6JOb_A1557_1_0002249	E0009933
ITKC_MI_0263A	약봉유고	藥峯遺稿	서성	徐渻	1558		1631		達成	達成 徐	G002+AKS-KHF_12C11CC131FFFFB1558X0	PPL_6JOb_A1558_1_0005450	E0027872
ITKC_MI_0264A	외재집	畏齋集	이후경	李厚慶	1558		1630		星州	星州 李		PPL_6JOb_A1558_1_0011124	E0046654
ITKC_MI_0265A	어우집	於于集	유몽인	柳夢寅	1559		1623		興陽	興陽 柳	G002+AKS-KHF_13C720BABDC778B1559X0	PPL_6JOb_A1559_1_0007995	E0041421
ITKC_MI_0266A	창랑집	滄浪集	성문준	成文濬	1559		1626		昌寧	昌寧 成		PPL_6JOb_A1559_1_0005686	E0029324
ITKC_MI_0267A	추탄집	楸灘集	오윤겸	吳允謙	1559		1636		海州	海州 吳	G002+AKS-KHF_13C624C724ACB8B1559X0	PPL_6JOb_A1559_1_0007455	E0038455
ITKC_MI_0268A	창석집	蒼石集	이준	李埈	1560		1635		興陽	興陽 李	G002+AKS-KHF_12C774C900FFFFB1560X0	PPL_6JOb_A1560_1_0010656	E0045983
ITKC_MI_0269A	선원유고	仙源遺稿	김상용	金尙容	1561		1637		安東	安東 金	G002+AKS-KHF_13AE40C0C1C6A9B1561X0	PPL_6JOb_A1561_1_0001769	E0009361
ITKC_MI_0270A	노계집	蘆溪集	박인로	朴仁老	1561		1642		密陽	密陽 朴	G002+AKS-KHF_13BC15C778B85CB1561X0	PPL_6JOb_A1561_1_0004632	E0021064
ITKC_MI_0271A	한음문고	漢陰文稿	이덕형	李德馨	1561		1613		廣州	廣州 李	G002+AKS-KHF_13C774B355D615B1561X0	PPL_6JOb_A1561_1_0009296	E0044017
ITKC_MI_0272A	추포집	秋浦集	황신	黃愼	1562		1617		昌原	昌原 黃	G002+AKS-KHF_12D669C2E0FFFFB1562X0	PPL_6JOb_A1562_1_0015081	E0065230
ITKC_MI_0273A	지봉집	芝峯集	이수광	李睟光	1563		1628		全州	全州 李	G002+AKS-KHF_13C774C218AD11B1563X0	PPL_6JOb_A1563_1_0009831	E0044818
ITKC_MI_0274A	체소집	體素集	이춘영	李春英	1563		1606		全州	全州 李	G002+AKS-KHF_13C774CD98C601B1563X0	PPL_5COc_A9999_1_0010867	E0046269
ITKC_MI_0275A	수몽집	守夢集	정엽	鄭曄	1563		1625		草溪	草溪 鄭	G002+AKS-KHF_12C815C5FDFFFFB1563X0	PPL_6JOb_A1563_1_0012189	E0050594
ITKC_MI_0276A	난설헌시집	蘭雪軒詩集	허초희	許楚姬	1563		1589		陽川	陽川 許			
ITKC_MI_0277A	사서집	沙西集	전식	全湜	1563		1642		沃川	沃川 全	G002+AKS-KHF_12C804C2DDFFFFB1563X0	PPL_6JOb_A1563_1_0011787	E0049508
ITKC_MI_0278A	인재집	訒齋集	최현	崔晛	1563		1640		全州	全州 崔	G002+AKS-KHF_12CD5CD604FFFFB1563X0	PPL_6JOb_A1563_1_0013908	E0057755
ITKC_MI_0279A	우복집	愚伏集	정경세	鄭經世	1563		1633		晉州	晉州 鄭	G002+AKS-KHF_13C815ACBDC138B1563X0	PPL_6JOb_A1563_1_0011858	E0049920
ITKC_MI_0280A	수색집	水色集	허적	許𥛚	1563		1640	1641	陽川	陽川 許	G002+AKS-KHF_12D5C8C801FFFFB1563X0	PPL_6JOb_A1563_1_0014515	E0063135
ITKC_MI_0281A	경당집	敬堂集	장흥효	張興孝	1564		1633		安東	安東 張		PPL_6JOb_A1564_1_0011729	E0048954
ITKC_MI_0282A	월사집	月沙集	이정귀	李廷龜	1564		1635		延安	延安 李		PPL_6JOb_A1564_1_0010522	E0045805
ITKC_MI_0283A	취흘집	醉吃集	유숙	柳潚	1564		1636		興陽	興陽 柳	G002+AKS-KHF_12C720C219FFFFB1564X0	PPL_6JOb_A1564_1_0008301	E0041585
ITKC_MI_0284A	농포집	農圃集	정문부	鄭文孚	1565		1624		海州	海州 鄭	G002+AKS-KHF_13C815BB38BD80B1565X0	PPL_6JOb_A1565_1_0012003	E0050206
ITKC_MI_0285A	금계집	錦溪集	노인	魯認	1566		1622		咸平	咸平 魯		PPL_6JOb_A1566_1_0003440	E0012864
ITKC_MI_0286A	상촌고	象村稿	신흠	申欽	1566		1628		平山	平山 申	G002+AKS-KHF_12C2E0D760FFFFB1566X0	PPL_6JOb_A1566_1_0006565	E0033602
ITKC_MI_0287A	수은집	睡隱集	강항	姜沆	1567		1618		晉州	晉州 姜	G002+AKS-KHF_12AC15D56DFFFFB1567X0	PPL_6JOb_A1567_1_0000244	E0001475
ITKC_MI_0288A	현곡집	玄谷集	조위한	趙緯韓	1567		1649		漢陽	漢陽 趙	G002+AKS-KHF_13C870C704D55CB1567X0	PPL_6JOb_A1567_1_0012846	E0052465
ITKC_MI_0289A	석루유고	石樓遺稿	이경전	李慶全	1567		1644		韓山	韓山 李	G002+AKS-KHF_13C774ACBDC804B1567X0	PPL_6JOb_A1567_1_0008961	E0043570
ITKC_MI_0290A	제호집	霽湖集	양경우	梁慶遇	1568		1629		南原	南原 梁	G002+AKS-KHF_13C591ACBDC6B0B1568X0	PPL_6JOb_A1568_1_0016275	
ITKC_MI_0291A	경암집	敬菴集	노경임	盧景任	1569		1620		安康	安康 盧	G002+AKS-KHF_13B178ACBDC784B1569X0	PPL_6JOb_A1569_1_0003384	E0012636
ITKC_MI_0292A	성소부부고	惺所覆瓿藁	허균	許筠	1569		1618		陽川	陽川 許	G002+AKS-KHF_12D5C8ADE0FFFFB1569X0	PPL_6JOb_A1569_1_0014452	E0063030
ITKC_MI_0293A	벽오유고	碧梧遺稿	이시발	李時發	1569		1626		慶州	慶州 李	G002+AKS-KHF_13C774C2DCBC1CB1569X0	PPL_6JOb_A1569_1_0009943	E0044975
ITKC_MI_0294A	석주집	石洲集	권필	權韠	1569		1612		安東	安東 權		PPL_6JOb_A1569_1_0000981	E0007124
ITKC_MI_0295A	동계집	桐溪集	정온	鄭蘊	1569		1641		草溪	草溪 鄭		PPL_6JOb_A1569_1_0012200	E0050610
ITKC_MI_0296A	남파상국집	南坡相國集	심열	沈悅	1569		1646		靑松	靑松 沈	G002+AKS-KHF_12C2ECC5F4FFFFB1569X0	PPL_6JOb_A1569_1_0006655	E0033862
ITKC_MI_0297A	만회집	晚悔集	권득기	權得己	1570		1622		安東	安東 權		PPL_6JOb_A1570_1_0000802	E0006890
ITKC_MI_0298A	경정집	敬亭集	이민성	李民宬	1570		1629		永川	永川 李	G002+AKS-KHF_13C774BBFCC131B1570X0	PPL_6JOb_A1570_1_0009488	E0044315
ITKC_MI_0299A	청음집	淸陰集	김상헌	金尙憲	1570		1652		安東	安東 金	G002+AKS-KHF_13AE40C0C1D5CCB1570X0	PPL_6JOb_A1570_1_0001791	E0009385
ITKC_MI_0300A	동악집	東岳集	이안눌	李安訥	1571		1637		德水	德水 李	G002+AKS-KHF_13C774C548B20CB1571X0	PPL_6JOb_A1571_1_0009984	E0045051
ITKC_MI_0301A	북저집	北渚集	김류	金瑬	1571		1648		順天	順天 金	G002+AKS-KHF_12AE40B958FFFFB1571X0	PPL_6JOb_A1571_1_0001523	E0009056
ITKC_MI_0302A	구원집	九畹集	이춘원	李春元	1571		1634		咸平	咸平 李		PPL_6JOb_A1571_1_0010870	E0046272
ITKC_MI_0303A	현주집	玄洲集	조찬한	趙纘韓	1572		1631		漢陽	漢陽 趙	G002+AKS-KHF_13C870CC2CD55CB1572X0	PPL_6JOb_A1572_1_0012980	E0052672
ITKC_MI_0304A	학곡집	鶴谷集	홍서봉	洪瑞鳳	1572		1645		南陽	南陽 洪	G002+AKS-KHF_13D64DC11CBD09B1572X0	PPL_6JOb_A1572_1_0014782	E0064146
ITKC_MI_0305A	학호집	鶴湖集	김봉조	金奉祖	1572		1630		豐山	豐山 金		PPL_6JOb_A1572_1_0001694	E0009266
ITKC_MI_0306A	잠야집	潛冶集	박지계	朴知誡	1573		1635		咸陽	咸陽 朴		PPL_6JOb_A1573_1_0004744	E0021209
